rxn_id,has_energy,energy_source,atp_synthase_heuristic,abc_transporter_heuristic,stored_bounds_heuristic,mmdeltag_band_heuristic,low_energy_heuristic,default_heuristic,cascade_winner,cascade_operator
rxn31916,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31917,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31918,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31919,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31920,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn31921,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn31922,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn31923,1,eQuilibrator,-,-,-,=,>,=,mmdeltag_band_heuristic,=
rxn31924,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31925,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31926,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31927,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31928,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn31929,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn31930,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31931,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn31932,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn31933,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn31934,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn31935,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31936,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn31937,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31938,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31939,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31940,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31941,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31942,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31943,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31944,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31945,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn31946,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31947,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn31948,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31949,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31950,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn31951,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn31952,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn31953,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31954,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn31955,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn31956,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31957,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31958,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31959,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31960,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31961,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn31962,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn31963,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31964,1,,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn31965,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31966,1,,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn31967,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31968,1,,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn31969,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn31970,1,,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn31971,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31972,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31973,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31974,1,,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn31975,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31976,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31977,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31978,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn31979,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31980,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn31981,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn31982,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn31983,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn31984,1,Group contribution,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn31985,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn31986,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn31987,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31988,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn31989,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31990,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31991,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn31992,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31993,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31994,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31995,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn31996,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn31997,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn31998,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn31999,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32000,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32001,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn32002,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn32003,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32004,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32005,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32006,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32007,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32008,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32009,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32010,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32011,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32012,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32013,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32014,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32015,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32016,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32017,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32018,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32019,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32020,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32021,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32022,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn32023,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn32024,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32025,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn32026,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32027,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32028,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32029,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32030,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32031,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32032,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn32033,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32034,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32035,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32036,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32037,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32038,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32039,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32040,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32041,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32042,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32043,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32044,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32045,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32046,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32047,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32048,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32049,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32050,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32051,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn32052,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32053,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32054,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32055,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32056,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32057,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32058,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32059,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32060,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32061,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32062,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32063,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32064,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32065,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32066,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32067,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32068,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32069,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32070,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32071,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32072,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32073,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32074,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32075,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32076,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32077,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32078,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32079,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32080,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32081,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32082,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32083,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32084,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32085,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32086,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32087,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32088,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32089,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32090,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32091,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32092,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32093,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32094,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32095,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32096,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32097,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32098,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32099,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32100,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32101,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32102,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32103,1,eQuilibrator,-,-,<,-,-,=,stored_bounds_heuristic,<
rxn32104,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32105,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32106,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32107,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32108,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32109,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32110,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32111,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32112,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32113,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32114,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32115,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32116,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32117,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32118,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32119,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32120,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32121,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32122,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32123,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32124,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32125,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32126,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32127,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32128,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32129,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32130,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32131,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32132,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32133,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32134,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32135,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32136,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32137,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32138,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32139,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32140,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32141,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32142,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32143,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32144,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32145,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32146,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn32147,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32148,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32149,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32150,1,Group contribution,-,-,-,-,>,=,low_energy_heuristic,>
rxn32151,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32152,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32153,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32154,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32155,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32156,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32157,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32158,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32159,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32160,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32161,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32162,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32163,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32164,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32165,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32166,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32167,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32168,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32169,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32170,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn32171,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32172,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32173,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn32174,1,,-,-,-,-,>,=,low_energy_heuristic,>
rxn32175,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32176,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32178,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32179,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32180,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32181,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32182,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32183,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32184,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32185,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32186,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32187,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32188,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32189,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32190,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32191,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32192,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32193,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32194,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32195,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32196,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32197,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32198,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32199,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32200,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32201,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32202,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32203,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32204,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32205,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32206,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32207,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32208,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32209,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32210,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32211,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32212,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32213,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32214,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32215,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32216,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32217,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32218,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32219,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32220,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32221,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32222,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32223,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32224,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32225,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32226,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32227,1,eQuilibrator,-,-,-,-,>,=,low_energy_heuristic,>
rxn32228,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32229,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32230,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32231,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32232,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32233,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32234,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32235,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32236,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32237,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32238,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32239,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32240,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32241,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32242,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32243,1,Group contribution,-,-,-,-,-,=,default_heuristic,=
rxn32244,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32245,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32246,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32247,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32248,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32249,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32250,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32251,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32252,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32253,1,eQuilibrator,-,-,-,-,-,=,default_heuristic,=
rxn32254,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32255,1,eQuilibrator,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32256,0,,-,-,NA,NA,NA,=,default_heuristic,=
rxn32257,1,eQuilibrator,-,-,>,-,>,=,stored_bounds_heuristic,>
rxn32258,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32259,1,eQuilibrator,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32260,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32261,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
rxn32262,1,Group contribution,-,-,>,-,-,=,stored_bounds_heuristic,>
rxn32263,1,Group contribution,-,-,-,=,-,=,mmdeltag_band_heuristic,=
